Planned Amount,Expenditure Incurred,Financial Year,Not Onboarded,Scheme,Month Book Closed,Month Book Not Closed,ZP Name,No of ZPs,Available Amount,state_code_census,States,Year Book Not Closed,zp_code,Year Book Closed,Opening Balance,region,Total Release,Unspent Balance,state_code_lgd,Receipts,Onboarded
"37,206,988.00","37,312,874.00",2021-2022,0,XV Finance Commission,1,0,MALKANGIRI,1,69459811,21,ODISHA,0,323,1,38271922,East,18603494,32146937,21,31187889,1
"138,197,384.00","68,759,372.00",2021-2022,0,XV Finance Commission,1,0,MAYURBHANJ,1,211244631,21,ODISHA,0,324,1,142145939,East,69098692,142485259,21,69098692,1
"53,152,840.00","71,029,614.00",2021-2022,0,XV Finance Commission,1,0,NABARANGPUR,1,99889370,21,ODISHA,0,325,1,72499458,East,26576420,28859756,21,27389912,1
"42,522,272.00","5,275,767.00",2021-2022,0,XV Finance Commission,1,0,NAYAGARH,1,36226570,21,ODISHA,0,326,1,14965434,East,21261136,30950803,21,21261136,1
"26,576,420.00","29,937,779.00",2021-2022,0,XV Finance Commission,1,0,NUAPADA,1,40254772,21,ODISHA,0,327,1,26966562,East,13288210,10316993,21,13288210,1
"58,468,124.00",0.00,2021-2022,0,XV Finance Commission,1,0,PURI,1,20336033,21,ODISHA,0,328,1,20336033,East,29234062,20336033,21,0.00E+00,1
"58,468,124.00","200,000.00",2021-2022,0,XV Finance Commission,1,0,RAYAGADA,1,52042887,21,ODISHA,0,329,1,40349260,East,29234062,51842887,21,11693627,1
"47,837,556.00","26,262,305.00",2021-2022,0,XV Finance Commission,1,0,SAMBALPUR,1,72906073,21,ODISHA,0,330,1,48987295,East,23918778,46643768,21,23918778,1
"31,891,704.00",0.00,2021-2022,0,XV Finance Commission,1,0,SONEPUR,1,27094885,21,ODISHA,0,331,1,11149033,East,15945852,27094885,21,15945852,1
"90,359,828.00","38,317,060.00",2021-2022,0,XV Finance Commission,1,0,SUNDARGARH,1,106802891.5,21,ODISHA,0,332,1,61622565.5,East,45180326,68485831.5,21,45180326,1
"39,448,000.00","13,831,964.00",2021-2022,0,XV Finance Commission,1,0,BASTAR,1,62035734,22,CHHATTISGARH,0,333,1,47866205,Central,7890000,48203770,22,14169529,1
"71,885,000.00","13,899,700.00",2021-2022,0,XV Finance Commission,1,0,BILASPUR,1,111604000,22,CHHATTISGARH,0,334,1,97228000,Central,14376000,97704300,22,14376000,1
"15,055,000.00","11,881,819.00",2021-2022,0,XV Finance Commission,1,0,DANTEWADA,1,23623839,22,CHHATTISGARH,0,335,1,20362000,Central,3011000,11742020,22,3261839,1
"35,264,000.00","15,813,500.00",2021-2022,0,XV Finance Commission,1,0,DHAMTARI,1,55901603,22,CHHATTISGARH,0,336,1,48848603,Central,7053000,40088103,22,7053000,1
"32,852,000.00",0.00,2021-2022,1,XV Finance Commission,1,0,DURG,1,45027989,22,CHHATTISGARH,0,337,1,44435000,Central,6570000,45027989,22,592989,0
"72,351,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,JANJGIR-CHAMPA,1,114651887,22,CHHATTISGARH,0,338,1,62269494,Central,14470000,114651887,22,52382393,1
"43,333,000.00","8,483,500.00",2021-2022,0,XV Finance Commission,1,0,JASHPUR,1,67278000,22,CHHATTISGARH,0,339,1,37174500,Central,8667000,58794500,22,30103500,1
"38,172,000.00","910,051.00",2021-2022,0,XV Finance Commission,1,0,KANKER,1,61806267,22,CHHATTISGARH,0,340,1,54172267,Central,7634000,60896216,22,7634000,1
"39,736,000.00","12,935,000.00",2021-2022,0,XV Finance Commission,1,0,KABIRDHAM,1,62573128,22,CHHATTISGARH,0,341,1,54626128,Central,7947000,49638128,22,7947000,1
"43,096,000.00","16,424,800.00",2021-2022,0,XV Finance Commission,1,0,KORBA,1,66910000,22,CHHATTISGARH,0,342,1,58291000,Central,8619000,50485200,22,8619000,1
"27,040,000.00","600,000.00",2021-2022,0,XV Finance Commission,1,0,KOREA,1,43080225,22,CHHATTISGARH,0,343,1,37672225,Central,5408000,42480225,22,5408000,1
"48,887,000.00","14,907,000.00",2021-2022,0,XV Finance Commission,1,0,MAHASAMUND,1,76784955,22,CHHATTISGARH,0,344,1,67007955,Central,9777000,61877955,22,9777000,1
"66,649,000.00","8,986,488.00",2021-2022,0,XV Finance Commission,1,0,RAIGARH,1,106391489,22,CHHATTISGARH,0,345,1,25237964,Central,13330000,97405001,22,81153525,1
"49,070,000.00","14,863,000.00",2021-2022,0,XV Finance Commission,1,0,RAIPUR,1,66784108,22,CHHATTISGARH,0,346,1,66784108,Central,0.00E+00,51921108,22,0.00E+00,1
"68,685,000.00","13,885,000.00",2021-2022,0,XV Finance Commission,1,0,RAJNANDGAON,1,93203654,22,CHHATTISGARH,0,347,1,57881000,Central,0.00E+00,79318654,22,35322654,1
"42,070,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,SURGUJA,1,58817640,22,CHHATTISGARH,0,348,1,58817640,Central,8414000,58817640,22,0.00E+00,1
"16,998,210.00","5,536,159.00",2021-2022,0,XV Finance Commission,1,0,ANUPPUR,1,18621171,23,MADHYA PRADESH,0,349,1,12870974,Central,0.00E+00,13085012,23,5750197,1
"19,117,475.00","22,815,155.00",2021-2022,0,XV Finance Commission,1,0,ASHOKNAGAR,1,26309454,23,MADHYA PRADESH,0,350,1,26309454,Central,0.00E+00,3494299,23,0.00E+00,1
"41,944,530.00","14,974,747.00",2021-2022,0,XV Finance Commission,1,0,BALAGHAT,1,56492126,23,MADHYA PRADESH,0,351,1,56492126,Central,0.00E+00,41517379,23,0.00E+00,1
"32,228,020.00","16,750,000.00",2021-2022,0,XV Finance Commission,1,0,BARWANI,1,44021478,23,MADHYA PRADESH,1,352,0,0.00E+00,Central,0.00E+00,27271478,23,44021478,1
"36,617,550.00","8,250,000.00",2021-2022,0,XV Finance Commission,1,0,BETUL,1,49659052,23,MADHYA PRADESH,1,353,0,0.00E+00,Central,0.00E+00,41409052,23,49659052,1
"34,289,705.00","13,443,420.00",2021-2022,0,XV Finance Commission,1,0,BHIND,1,46652524,23,MADHYA PRADESH,0,354,1,46652524,Central,0.00E+00,33209104,23,0.00E+00,1
"12,058,130.00","8,116,376.00",2021-2022,0,XV Finance Commission,1,0,BHOPAL,1,16241228,23,MADHYA PRADESH,0,355,1,16241228,Central,0.00E+00,8124852,23,0.00E+00,1
"13,675,900.00","5,445,000.00",2021-2022,0,XV Finance Commission,1,0,BURHANPUR,1,18418466,23,MADHYA PRADESH,0,356,1,18418466,Central,0.00E+00,12973466,23,0.00E+00,1
"39,450,685.00","25,952,500.00",2021-2022,0,XV Finance Commission,1,0,CHHATARPUR,1,0.00E+00,23,MADHYA PRADESH,1,357,0,-53137794,Central,0.00E+00,-25952500,23,53137794,1
"46,295,480.00","12,217,200.00",2021-2022,0,XV Finance Commission,1,0,CHHINDWARA,1,62357590,23,MADHYA PRADESH,0,358,1,62357590,Central,0.00E+00,50140390,23,0.00E+00,1
"29,568,035.00","18,550,103.00",2021-2022,0,XV Finance Commission,1,0,DAMOH,1,39824454,23,MADHYA PRADESH,0,359,1,39824454,Central,0.00E+00,21274351,23,0.00E+00,1
"17,450,550.00","5,900,000.00",2021-2022,0,XV Finance Commission,1,0,DATIA,1,23503150,23,MADHYA PRADESH,0,360,1,23503150,Central,0.00E+00,17603150,23,0.00E+00,1
"31,628,780.00","25,756,742.00",2021-2022,0,XV Finance Commission,1,0,DEWAS,1,42601218,23,MADHYA PRADESH,0,361,1,42601218,Central,0.00E+00,16844476,23,0.00E+00,1
"49,244,410.00","14,706,470.00",2021-2022,0,XV Finance Commission,1,0,DHAR,1,67092926,23,MADHYA PRADESH,0,362,1,67092926,Central,0.00E+00,52386456,23,0.00E+00,1
"19,402,620.00","4,852,000.00",2021-2022,0,XV Finance Commission,1,0,DINDORI,1,26134058,23,MADHYA PRADESH,0,363,1,26134058,Central,0.00E+00,21282058,23,0.00E+00,1
"29,537,110.00",0.00,2021-2022,0,XV Finance Commission,1,0,EAST NIMAR,1,59580598,23,MADHYA PRADESH,0,364,1,19798432,Central,0.00E+00,59580598,23,39782166,1
"26,661,160.00","17,345,500.00",2021-2022,0,XV Finance Commission,1,0,GUNA,1,27995472,23,MADHYA PRADESH,0,365,1,27995472,Central,0.00E+00,10649972,23,0.00E+00,1
"18,241,244.00","4,916,000.00",2021-2022,0,XV Finance Commission,1,0,GWALIOR,1,24906716,23,MADHYA PRADESH,0,366,1,24906716,Central,0.00E+00,19990716,23,0.00E+00,1
"12,429,670.00","3,597,214.00",2021-2022,0,XV Finance Commission,1,0,HARDA,1,16978968,23,MADHYA PRADESH,1,367,0,0.00E+00,Central,0.00E+00,13381754,23,16978968,1
"24,293,680.00",0.00,2021-2022,0,XV Finance Commission,1,0,HOSHANGABAD,1,32721666,23,MADHYA PRADESH,0,368,1,32721666,Central,0.00E+00,32721666,23,0.00E+00,1
"23,526,030.00","12,027,501.00",2021-2022,0,XV Finance Commission,1,0,INDORE,1,31684850,23,MADHYA PRADESH,0,369,1,31684850,Central,0.00E+00,19657349,23,0.00E+00,1
"28,568,030.00","11,520,000.00",2021-2022,0,XV Finance Commission,1,0,JABALPUR,1,38476450,23,MADHYA PRADESH,0,370,1,38476450,Central,0.00E+00,26956450,23,0.00E+00,1
"25,435,675.00","12,574,400.00",2021-2022,0,XV Finance Commission,1,0,JHABUA,1,34255700,23,MADHYA PRADESH,0,371,1,34255700,Central,0.00E+00,21681300,23,0.00E+00,1
"28,554,605.00","7,044,500.00",2021-2022,0,XV Finance Commission,1,0,KATNI,1,38457754,23,MADHYA PRADESH,0,372,1,38457754,Central,0.00E+00,31413254,23,0.00E+00,1
"43,342,515.00",0.00,2021-2022,0,XV Finance Commission,1,0,KHARGONE,1,58737372,23,MADHYA PRADESH,0,373,1,58737372,Central,0.00E+00,58737372,23,0.00E+00,1
"27,148,920.00","17,250,000.00",2021-2022,0,XV Finance Commission,1,0,MANDLA,1,36566660,23,MADHYA PRADESH,0,374,1,36566660,Central,0.00E+00,19316660,23,0.00E+00,1
"29,683,395.00","15,890,000.00",2021-2022,0,XV Finance Commission,1,0,MANDSAUR,1,40251734,23,MADHYA PRADESH,0,375,1,40251734,Central,0.00E+00,24361734,23,0.00E+00,1
"39,528,580.00","5,000,000.00",2021-2022,0,XV Finance Commission,1,0,MORENA,1,53235938,23,MADHYA PRADESH,0,376,1,53235938,Central,0.00E+00,48235938,23,0.00E+00,1
"24,738,810.00","11,344,500.00",2021-2022,0,XV Finance Commission,1,0,NARSINGHPUR,1,33320238,23,MADHYA PRADESH,0,377,1,33320238,Central,0.00E+00,21975738,23,0.00E+00,1
"16,340,780.00",0.00,2021-2022,0,XV Finance Commission,1,0,NEEMUCH,1,22009920,23,MADHYA PRADESH,0,378,1,22009920,Central,0.00E+00,22009920,23,0.00E+00,1
"25,007,055.00","20,650,000.00",2021-2022,0,XV Finance Commission,1,0,PANNA,1,34004276,23,MADHYA PRADESH,0,379,1,34004276,Central,0.00E+00,13354276,23,0.00E+00,1
"29,601,430.00","8,920,000.00",2021-2022,0,XV Finance Commission,1,0,RAISEN,1,39871976,23,MADHYA PRADESH,0,380,1,39871976,Central,0.00E+00,30951976,23,0.00E+00,1
"35,200,070.00","4,972,530.00",2021-2022,0,XV Finance Commission,1,0,RAJGARH,1,47409756,23,MADHYA PRADESH,1,381,0,0.00E+00,Central,0.00E+00,42437226,23,47409756,1
"28,701,730.00","9,135,200.00",2021-2022,0,XV Finance Commission,1,0,RATLAM,1,38657142,23,MADHYA PRADESH,0,382,1,38657142,Central,0.00E+00,29521942,23,0.00E+00,1
"53,126,150.00",0.00,2021-2022,0,XV Finance Commission,1,0,REWA,1,82541378,23,MADHYA PRADESH,0,383,1,71916148,Central,0.00E+00,82541378,23,10625230,1
"45,440,430.00","23,776,109.00",2021-2022,0,XV Finance Commission,1,0,SAGAR,1,41474955,23,MADHYA PRADESH,0,384,1,26103279,Central,0.00E+00,17698846,23,15371676,1
"47,753,000.00",0.00,2021-2022,0,XV Finance Commission,0,1,SATNA,1,0.00E+00,23,MADHYA PRADESH,1,385,0,0.00E+00,Central,0.00E+00,0.00E+00,23,0.00E+00,1
"30,319,525.00",0.00,2021-2022,0,XV Finance Commission,1,0,SEHORE,1,40838068,23,MADHYA PRADESH,0,386,1,40838068,Central,0.00E+00,40838068,23,0.00E+00,1
"34,595,305.00","13,246,000.00",2021-2022,0,XV Finance Commission,1,0,SEONI,1,47120556,23,MADHYA PRADESH,1,387,0,0.00E+00,Central,0.00E+00,33874556,23,47120556,1
"24,777,795.00","2,997,320.00",2021-2022,0,XV Finance Commission,1,0,SHAHDOL,1,33732364,23,MADHYA PRADESH,0,388,1,33732364,Central,0.00E+00,30735044,23,0.00E+00,1
"21,445,045.00",0.00,2021-2022,0,XV Finance Commission,0,1,SHAJAPUR,1,0.00E+00,23,MADHYA PRADESH,1,389,0,0.00E+00,Central,0.00E+00,0.00E+00,23,0.00E+00,1
"17,973,585.00",0.00,2021-2022,0,XV Finance Commission,1,0,SHEOPUR,1,24212922,23,MADHYA PRADESH,1,390,0,0.00E+00,Central,0.00E+00,24212922,23,24212922,1
"38,043,020.00","7,395,000.00",2021-2022,0,XV Finance Commission,1,0,SHIVPURI,1,59661218,23,MADHYA PRADESH,1,391,0,0.00E+00,Central,0.00E+00,52266218,23,59661218,1
"27,933,185.00","8,850,000.00",2021-2022,0,XV Finance Commission,1,0,SIDHI,1,37618390,23,MADHYA PRADESH,0,392,1,37618390,Central,0.00E+00,28768390,23,0.00E+00,1
"32,862,410.00","8,400,000.00",2021-2022,0,XV Finance Commission,1,0,TIKAMGARH,1,44258558,23,MADHYA PRADESH,0,393,1,44258558,Central,0.00E+00,35858558,23,0.00E+00,1
"34,412,225.00","7,144,662.00",2021-2022,0,XV Finance Commission,1,0,UJJAIN,1,46349006,23,MADHYA PRADESH,0,394,1,46349006,Central,0.00E+00,39204344,23,0.00E+00,1
"15,863,160.00",0.00,2021-2022,0,XV Finance Commission,1,0,UMARIA,1,21741122,23,MADHYA PRADESH,0,395,1,21741122,Central,0.00E+00,21741122,23,0.00E+00,1
"32,633,290.00","9,700,000.00",2021-2022,0,XV Finance Commission,1,0,VIDISHA,1,43956172,23,MADHYA PRADESH,0,396,1,43956172,Central,0.00E+00,34256172,23,0.00E+00,1
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,AHMADABAD,1,110933576,24,GUJARAT,1,397,0,0.00E+00,West,0.00E+00,110933576,24,110933576,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,AMRELI,1,67933451,24,GUJARAT,0,398,1,67933451,West,0.00E+00,67933451,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,ANAND,1,0.00E+00,24,GUJARAT,1,399,0,0.00E+00,West,0.00E+00,0.00E+00,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,BANAS KANTHA,1,228456618,24,GUJARAT,0,400,1,228456618,West,0.00E+00,228456618,24,0.00E+00,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,BHARUCH,1,133849196,24,GUJARAT,0,401,1,87108112,West,0.00E+00,133849196,24,46741084,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,BHAVNAGAR,1,78141551.9,24,GUJARAT,0,402,1,78141551.9,West,0.00E+00,78141551.9,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,DANG,1,0.00E+00,24,GUJARAT,1,403,0,0.00E+00,West,0.00E+00,0.00E+00,24,0.00E+00,0
0.00,0.00,2021-2022,0,XV Finance Commission,0,1,DOHAD,1,0.00E+00,24,GUJARAT,1,404,0,0.00E+00,West,0.00E+00,0.00E+00,24,0.00E+00,1
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,GANDHINAGAR,1,67828823.5,24,GUJARAT,0,405,1,43811603.92,West,0.00E+00,67828823.5,24,24017219.58,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,JAMNAGAR,1,66757095,24,GUJARAT,0,406,1,43443012,West,0.00E+00,66757095,24,23314083,1
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,JUNAGADH,1,91195145,24,GUJARAT,0,407,1,59338213,West,0.00E+00,91195145,24,31856932,1
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,KACHCHH,1,160609887,24,GUJARAT,0,408,1,105166473,West,0.00E+00,160609887,24,55443414,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,KHEDA,1,106245589,24,GUJARAT,0,409,1,85494398,West,0.00E+00,106245589,24,20751191,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,MAHESANA,1,130456613,24,GUJARAT,0,410,1,84308331,West,0.00E+00,130456613,24,46148282,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,NARMADA,1,81668631.2,24,GUJARAT,0,411,1,81668631.2,West,0.00E+00,81668631.2,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,NAVSARI,1,117291213,24,GUJARAT,0,412,1,75408943,West,0.00E+00,117291213,24,41882270,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,PANCH MAHALS,1,259958762,24,GUJARAT,0,413,1,259958762,West,0.00E+00,259958762,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,PATAN,1,95951324,24,GUJARAT,0,414,1,62015722,West,0.00E+00,95951324,24,33935602,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,PORBANDAR,1,28405502,24,GUJARAT,0,415,1,0.00E+00,West,0.00E+00,28405502,24,28405502,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,RAJKOT,1,114352503,24,GUJARAT,0,416,1,74783168,West,21297804,114352503,24,39569335,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,SABAR KANTHA,1,110147236,24,GUJARAT,0,417,1,110147236,West,0.00E+00,110147236,24,0.00E+00,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,SURAT,1,201855999,24,GUJARAT,0,418,1,147183728,West,0.00E+00,201855999,24,54672271,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,SURENDRANAGAR,1,0.00E+00,24,GUJARAT,0,419,1,0.00E+00,West,0.00E+00,0.00E+00,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,1,0,VADODARA,1,115270701,24,GUJARAT,0,420,1,75606571,West,0.00E+00,115270701,24,39664130,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,VALSAD,1,0.00E+00,24,GUJARAT,1,421,0,0.00E+00,West,0.00E+00,0.00E+00,24,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,District Panchayat of Daman,1,0.00E+00,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1,422,0,0.00E+00,West,0.00E+00,0.00E+00,38,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,DADRA AND NAGAR HAVELI,1,0.00E+00,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1,423,0,0.00E+00,West,0.00E+00,0.00E+00,38,0.00E+00,0
"252,482,000.00","17,529,527.00",2021-2022,0,XV Finance Commission,1,0,AHMEDNAGAR,1,387439023,27,MAHARASHTRA,0,424,1,242036648,West,0.00E+00,369909496,27,145402375,1
"76,948,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,AKOLA,1,1196864118,27,MAHARASHTRA,0,425,1,781616275,West,0.00E+00,1196864118,27,415247843,1
"133,800,000.00","240,840,000.00",2021-2022,1,XV Finance Commission,1,0,AMRAVATI,1,1250412647,27,MAHARASHTRA,0,426,1,529255284,West,0.00E+00,1009572647,27,721157363,0
"145,211,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,AURANGABAD,1,201822789,27,MAHARASHTRA,0,427,1,102163615,West,0.00E+00,201822789,27,99659174,1
"145,675,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,BEED,1,0.00E+00,27,MAHARASHTRA,1,428,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"66,637,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,BHANDARA,1,0.00E+00,27,MAHARASHTRA,1,429,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"142,000,000.00",0.00,2021-2022,1,XV Finance Commission,1,0,BULDHANA,1,2211977772,27,MAHARASHTRA,0,430,1,0.00E+00,West,0.00E+00,2211977772,27,2211977772,0
"106,061,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,CHANDRAPUR,1,71745800,27,MAHARASHTRA,0,431,1,0.00E+00,West,0.00E+00,71745800,27,71745800,1
"103,383,000.00","3,937,360.00",2021-2022,0,XV Finance Commission,1,0,DHULE,1,167930989,27,MAHARASHTRA,0,432,1,107448411,West,0.00E+00,163993629,27,60482578,1
"80,718,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,GADCHIROLI,1,0.00E+00,27,MAHARASHTRA,1,433,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"76,510,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,GONDIA,1,0.00E+00,27,MAHARASHTRA,1,434,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"69,739,000.00","3,309,493.00",2021-2022,0,XV Finance Commission,1,0,HINGOLI,1,97223161,27,MAHARASHTRA,0,435,1,73636161,West,0.00E+00,93913668,27,23587000,1
"198,445,000.00","16,081,612.00",2021-2022,0,XV Finance Commission,1,0,JALGAON,1,891422898,27,MAHARASHTRA,0,436,1,741259641,West,0.00E+00,875341286,27,150163257,1
"110,512,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,JALNA,1,0.00E+00,27,MAHARASHTRA,1,437,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"177,317,000.00","5,587,716.00",2021-2022,1,XV Finance Commission,1,0,KOLHAPUR,1,274916789,27,MAHARASHTRA,0,438,1,179047657,West,0.00E+00,269329073,27,95869132,0
"125,355,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,LATUR,1,0.00E+00,27,MAHARASHTRA,0,439,1,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,1
"106,468,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,NAGPUR,1,165338000,27,MAHARASHTRA,0,440,1,165338000,West,0.00E+00,165338000,27,0.00E+00,1
"168,928,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,NANDED,1,0.00E+00,27,MAHARASHTRA,1,441,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"94,913,000.00","10,626,743.00",2021-2022,0,XV Finance Commission,1,0,NANDURBAR,1,896075000,27,MAHARASHTRA,0,442,1,385226000,West,0.00E+00,885448257,27,510849000,1
"242,568,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,NASHIK,1,0.00E+00,27,MAHARASHTRA,1,443,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"97,468,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,OSMANABAD,1,727507325,27,MAHARASHTRA,0,444,1,727507325,West,0.00E+00,727507325,27,0.00E+00,1
"88,488,000.00","27,875,752.00",2021-2022,0,XV Finance Commission,1,0,PARBHANI,1,897879000,27,MAHARASHTRA,0,445,1,897879000,West,0.00E+00,870003248,27,0.00E+00,1
"252,837,000.00","198,140.00",2021-2022,0,XV Finance Commission,1,0,PUNE,1,395552689,27,MAHARASHTRA,0,446,1,86870014,West,0.00E+00,395354549,27,308682675,1
"114,762,000.00","6,265,461.00",2021-2022,0,XV Finance Commission,1,0,RAIGAD,1,1126989337,27,MAHARASHTRA,0,447,1,1126989337,West,0.00E+00,1120723876,27,0.00E+00,1
"96,758,000.00","5,264,520.00",2021-2022,0,XV Finance Commission,1,0,RATNAGIRI,1,157345606,27,MAHARASHTRA,0,448,1,0.00E+00,West,0.00E+00,152081086,27,157345606,1
"144,181,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,SANGLI,1,149064732,27,MAHARASHTRA,0,449,1,149064732,West,0.00E+00,149064732,27,0.00E+00,0
"167,651,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,SATARA,1,213998000,27,MAHARASHTRA,0,450,1,180468000,West,0.00E+00,213998000,27,33530000,0
"54,178,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,SINDHUDURG,1,0.00E+00,27,MAHARASHTRA,1,451,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"204,692,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,SOLAPUR,1,276932000,27,MAHARASHTRA,0,452,1,276932000,West,0.00E+00,276932000,27,0.00E+00,1
"65,720,000.00",0.00,2021-2022,1,XV Finance Commission,1,0,THANE,1,0.00E+00,27,MAHARASHTRA,0,453,1,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"64,239,000.00",0.00,2021-2022,1,XV Finance Commission,0,1,WARDHA,1,0.00E+00,27,MAHARASHTRA,1,454,0,0.00E+00,West,0.00E+00,0.00E+00,27,0.00E+00,0
"68,983,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,WASHIM,1,738999258,27,MAHARASHTRA,0,455,1,700936236,West,0.00E+00,738999258,27,38063022,1
"156,276,000.00",0.00,2021-2022,1,XV Finance Commission,1,0,YAVATMAL,1,1676398442,27,MAHARASHTRA,0,456,1,1589356597,West,0.00E+00,1676398442,27,87041845,0
"20,913,186.00",0.00,2021-2022,1,XV Finance Commission,0,1,ADILABAD,1,0.00E+00,0,TELANGANA,1,457,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"172,937,192.00",0.00,2021-2022,1,XV Finance Commission,0,1,ANANTAPUR,1,0.00E+00,28,ANDHRA PRADESH,1,458,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"399,245,635.00",0.00,2021-2022,1,XV Finance Commission,0,1,CHITTOOR,1,0.00E+00,28,ANDHRA PRADESH,1,459,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"230,461,566.00",0.00,2021-2022,1,XV Finance Commission,0,1,Y.S.R.,1,0.00E+00,28,ANDHRA PRADESH,1,460,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"449,408,864.00",0.00,2021-2022,1,XV Finance Commission,0,1,EAST GODAVARI,1,0.00E+00,28,ANDHRA PRADESH,1,461,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"268,890,670.00",0.00,2021-2022,1,XV Finance Commission,0,1,GUNTUR,1,0.00E+00,28,ANDHRA PRADESH,1,462,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"19,358,146.00",0.00,2021-2022,1,XV Finance Commission,0,1,KARIMNAGAR,1,0.00E+00,0,TELANGANA,1,463,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"36,165,313.00",0.00,2021-2022,1,XV Finance Commission,0,1,KHAMMAM,1,0.00E+00,0,TELANGANA,1,464,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"120,725,525.00",0.00,2021-2022,1,XV Finance Commission,0,1,KRISHNA,1,0.00E+00,28,ANDHRA PRADESH,1,465,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"342,081,623.00",0.00,2021-2022,1,XV Finance Commission,0,1,KURNOOL,1,0.00E+00,28,ANDHRA PRADESH,1,466,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"20,913,272.00",0.00,2021-2022,1,XV Finance Commission,0,1,MAHABUBNAGAR,1,0.00E+00,0,TELANGANA,1,467,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
